stop,location,stopDescription,stopLat,stopLong,wheelchairAccessible
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_127_334>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Florida 2"^^xsd:string,"40.42093"^^xsd:double,"-3.72045"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_127_336>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo del Rey 14"^^xsd:string,"40.42153"^^xsd:double,"-3.71873"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_127_610>,<http://transport.linkeddata.es/resource/LocationType/2>,"Custa de San Vicente 40"^^xsd:string,"40.42055"^^xsd:double,"-3.71968"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_127_612>,<http://transport.linkeddata.es/resource/LocationType/2>,"Custa de San Vicente 40"^^xsd:string,"40.42084"^^xsd:double,"-3.71892"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_127_613>,<http://transport.linkeddata.es/resource/LocationType/2>,"Gta de San Vicente 1"^^xsd:string,"40.42081"^^xsd:double,"-3.72012"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_127_614>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Florida 5"^^xsd:string,"40.42137"^^xsd:double,"-3.72104"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_128_339>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Santa Cristina 2"^^xsd:string,"40.41423"^^xsd:double,"-3.72728"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_128_340>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Caramuel 1"^^xsd:string,"40.41368"^^xsd:double,"-3.72706"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_129_341>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Extremadura 158"^^xsd:string,"40.40992"^^xsd:double,"-3.73905"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_129_342>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Extremadura 147"^^xsd:string,"40.4097"^^xsd:double,"-3.73884"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_12_1034>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de la Puerta del Sol 13"^^xsd:string,"40.41707"^^xsd:double,"-3.70296"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_12_1048>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de la Puerta del Sol 5"^^xsd:string,"40.41685"^^xsd:double,"-3.70296"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_12_41>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de la Puerta del Sol 7"^^xsd:string,"40.41665"^^xsd:double,"-3.70353"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_12_42>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de la Puerta del Sol 12"^^xsd:string,"40.41714"^^xsd:double,"-3.70329"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_12_43>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de la Puerta del Sol 9"^^xsd:string,"40.41671"^^xsd:double,"-3.70458"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_12_776>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de la Puerta del Sol 8"^^xsd:string,"40.41667"^^xsd:double,"-3.70441"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_12_777>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Preciados 1"^^xsd:string,"40.41724"^^xsd:double,"-3.70415"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_130_343>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Cebreros 41"^^xsd:string,"40.40477"^^xsd:double,"-3.74562"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_130_344>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de las Higueras 49"^^xsd:string,"40.40486"^^xsd:double,"-3.74505"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_130_345>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Cebreros 41"^^xsd:string,"40.40477"^^xsd:double,"-3.74553"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_132_346>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Niza 59"^^xsd:string,"40.43256"^^xsd:double,"-3.6079"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_132_802>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Niza 59"^^xsd:string,"40.4326"^^xsd:double,"-3.60747"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_133_347>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Pobladura del Valle 4"^^xsd:string,"40.42749"^^xsd:double,"-3.61617"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_133_348>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Pobladura del Valle 27"^^xsd:string,"40.42789"^^xsd:double,"-3.61568"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_134_349>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Alberique 4"^^xsd:string,"40.42765"^^xsd:double,"-3.62274"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_134_350>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Castillo de Uclés 11"^^xsd:string,"40.42786"^^xsd:double,"-3.62581"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_134_351>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Zaratán 2"^^xsd:string,"40.42842"^^xsd:double,"-3.62564"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_135_352>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Luis del Campo SN"^^xsd:string,"40.42917"^^xsd:double,"-3.63203"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_135_353>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de José Arcones Gil 106"^^xsd:string,"40.42821"^^xsd:double,"-3.63419"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_136_354>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Ascao 29"^^xsd:string,"40.43017"^^xsd:double,"-3.64115"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_138_355>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Martínez Villergas 1"^^xsd:string,"40.43921"^^xsd:double,"-3.65173"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_138_356>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de la Virgen del Romero 1"^^xsd:string,"40.43855"^^xsd:double,"-3.65164"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_139_357>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Bruselas 57"^^xsd:string,"40.43945"^^xsd:double,"-3.66307"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_139_358>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Bruselas 56"^^xsd:string,"40.43945"^^xsd:double,"-3.66288"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_13_44>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Tirso de Molina 14"^^xsd:string,"40.41239"^^xsd:double,"-3.70505"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_13_45>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Tirso de Molina 20"^^xsd:string,"40.41245"^^xsd:double,"-3.70373"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_140_359>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de América 32"^^xsd:string,"40.43906"^^xsd:double,"-3.67203"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_140_360>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de América 37"^^xsd:string,"40.43945"^^xsd:double,"-3.67219"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_142_361>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Miguel Ángel 33"^^xsd:string,"40.43792"^^xsd:double,"-3.69138"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_142_362>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de José Abascal 65"^^xsd:string,"40.43823"^^xsd:double,"-3.69141"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_142_363>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de José Abascal 58"^^xsd:string,"40.43797"^^xsd:double,"-3.69167"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_143_364>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de José Abascal 26"^^xsd:string,"40.43828"^^xsd:double,"-3.69819"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_143_365>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de José Abascal 20"^^xsd:string,"40.43831"^^xsd:double,"-3.69888"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_143_366>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de José Abascal 20"^^xsd:string,"40.4383"^^xsd:double,"-3.6992"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_145_367>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Cea Bermúdez 64"^^xsd:string,"40.43922"^^xsd:double,"-3.71497"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_145_368>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Cea Bermúdez 55"^^xsd:string,"40.439"^^xsd:double,"-3.71498"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_145_369>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Cea Bermúdez 51"^^xsd:string,"40.43898"^^xsd:double,"-3.71426"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_145_370>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Cea Bermúdez 50"^^xsd:string,"40.43915"^^xsd:double,"-3.71306"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_145_371>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Cea Bermúdez 43"^^xsd:string,"40.43897"^^xsd:double,"-3.71302"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_147_372>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Moguer 1"^^xsd:string,"40.45663"^^xsd:double,"-3.7124"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_147_373>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Alejandro Rodríguez 39"^^xsd:string,"40.45631"^^xsd:double,"-3.71193"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_147_374>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Pablo Iglesias 93"^^xsd:string,"40.45717"^^xsd:double,"-3.71187"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_147_375>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Pablo Iglesias 96"^^xsd:string,"40.45714"^^xsd:double,"-3.71162"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_147_376>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Pablo Iglesias 92"^^xsd:string,"40.45655"^^xsd:double,"-3.71195"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_148_377>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de San Restituto 72"^^xsd:string,"40.46513"^^xsd:double,"-3.71675"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_148_378>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de San Restituto 72"^^xsd:string,"40.46499"^^xsd:double,"-3.71658"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_148_379>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de San Restituto 58"^^xsd:string,"40.46493"^^xsd:double,"-3.71498"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_148_380>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Arciniega 11"^^xsd:string,"40.46446"^^xsd:double,"-3.71449"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_149_381>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Valderrodrigo 82"^^xsd:string,"40.47012"^^xsd:double,"-3.71775"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_149_382>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Valderrodrigo 82"^^xsd:string,"40.46995"^^xsd:double,"-3.71809"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_149_383>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Valderrodrigo 55"^^xsd:string,"40.47026"^^xsd:double,"-3.71788"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_14_46>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Amor de Dios 14"^^xsd:string,"40.4123"^^xsd:double,"-3.69865"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_14_47>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Antón Martín 1"^^xsd:string,"40.41242"^^xsd:double,"-3.69958"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_14_49>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Atocha 85"^^xsd:string,"40.41152"^^xsd:double,"-3.69733"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_14_50>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Atocha 76"^^xsd:string,"40.41142"^^xsd:double,"-3.69742"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_150_384>,<http://transport.linkeddata.es/resource/LocationType/2>,"Cmno de Ganapanes 35"^^xsd:string,"40.47602"^^xsd:double,"-3.71611"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
